user_id,product_id,action,query,timestamp
100,0,search,coding,2026-04-15 13:47:12
100,11,view,,2026-04-15 13:47:42
100,11,click,,2026-04-15 13:47:50
100,60,view,,2026-04-15 13:48:09
100,60,click,,2026-04-15 13:48:20
100,30,view,,2026-04-15 13:48:33
101,0,search,photography,2026-04-18 21:41:12
101,30,view,,2026-04-18 21:42:05
101,11,view,,2026-04-18 21:42:21
101,11,click,,2026-04-18 21:42:50
101,50,view,,2026-04-18 21:43:13
101,50,click,,2026-04-18 21:43:22
101,3,view,,2026-04-18 21:44:00
101,3,click,,2026-04-18 21:44:11
101,3,add_to_cart,,2026-04-18 21:44:33
102,0,search,tech,2026-04-19 19:39:12
102,1,view,,2026-04-19 19:39:43
102,1,click,,2026-04-19 19:40:02
102,1,add_to_cart,,2026-04-19 19:41:04
102,1,purchase,,2026-04-19 19:46:04
102,10,view,,2026-04-19 19:46:18
102,10,click,,2026-04-19 19:46:31
102,10,add_to_cart,,2026-04-19 19:47:52
102,10,purchase,,2026-04-19 19:51:52
102,70,view,,2026-04-19 19:52:17
102,11,view,,2026-04-19 19:53:04
102,11,click,,2026-04-19 19:53:29
103,0,search,apple,2026-04-17 21:34:12
103,60,view,,2026-04-17 21:34:40
103,60,click,,2026-04-17 21:34:56
103,10,view,,2026-04-17 21:35:26
103,10,click,,2026-04-17 21:35:49
103,50,view,,2026-04-17 21:36:32
103,80,view,,2026-04-17 21:36:45
103,80,click,,2026-04-17 21:37:02
103,100,view,,2026-04-17 21:37:45
104,0,search,tech,2026-04-19 02:17:12
104,80,view,,2026-04-19 02:17:41
104,40,view,,2026-04-19 02:18:31
104,40,click,,2026-04-19 02:18:49
104,40,add_to_cart,,2026-04-19 02:19:27
104,40,purchase,,2026-04-19 02:24:27
104,50,view,,2026-04-19 02:25:26
104,50,click,,2026-04-19 02:25:54
104,90,view,,2026-04-19 02:26:53
105,0,search,photography,2026-04-18 22:52:12
105,10,view,,2026-04-18 22:52:32
105,10,click,,2026-04-18 22:52:50
105,4,view,,2026-04-18 22:53:48
105,4,click,,2026-04-18 22:54:18
105,80,view,,2026-04-18 22:54:37
105,80,click,,2026-04-18 22:54:57
105,40,view,,2026-04-18 22:55:20
105,40,click,,2026-04-18 22:55:39
105,90,view,,2026-04-18 22:56:02
105,90,click,,2026-04-18 22:56:22
106,0,search,fashion,2026-04-15 07:56:12
106,3,view,,2026-04-15 07:56:32
106,11,view,,2026-04-15 07:57:01
106,11,click,,2026-04-15 07:57:06
106,11,add_to_cart,,2026-04-15 07:58:27
106,100,view,,2026-04-15 07:58:49
106,100,click,,2026-04-15 07:59:15
106,4,view,,2026-04-15 07:59:59
106,4,click,,2026-04-15 08:00:29
107,0,search,apple,2026-04-16 23:23:12
107,60,view,,2026-04-16 23:24:09
107,100,view,,2026-04-16 23:25:08
107,100,click,,2026-04-16 23:25:29
107,3,view,,2026-04-16 23:26:07
107,3,click,,2026-04-16 23:26:13
107,10,view,,2026-04-16 23:27:10
107,10,click,,2026-04-16 23:27:15
108,0,search,tech,2026-04-18 07:06:12
108,40,view,,2026-04-18 07:06:42
108,40,click,,2026-04-18 07:06:56
108,70,view,,2026-04-18 07:07:41
108,10,view,,2026-04-18 07:07:53
108,10,click,,2026-04-18 07:08:23
108,10,add_to_cart,,2026-04-18 07:08:46
108,10,purchase,,2026-04-18 07:11:46
108,30,view,,2026-04-18 07:12:46
108,30,click,,2026-04-18 07:12:53
108,30,add_to_cart,,2026-04-18 07:14:06
108,30,purchase,,2026-04-18 07:15:06
108,100,view,,2026-04-18 07:15:35
108,100,click,,2026-04-18 07:16:05
109,0,search,home office,2026-04-18 16:20:12
109,50,view,,2026-04-18 16:20:30
109,50,click,,2026-04-18 16:20:54
109,2,view,,2026-04-18 16:21:23
109,30,view,,2026-04-18 16:22:07
109,30,click,,2026-04-18 16:22:16
110,0,search,photography,2026-04-16 23:54:12
110,70,view,,2026-04-16 23:54:48
110,70,click,,2026-04-16 23:54:55
110,3,view,,2026-04-16 23:55:42
110,3,click,,2026-04-16 23:55:48
110,100,view,,2026-04-16 23:56:47
110,40,view,,2026-04-16 23:57:20
110,40,click,,2026-04-16 23:57:29
111,0,search,apple,2026-04-16 20:55:12
111,70,view,,2026-04-16 20:56:03
111,4,view,,2026-04-16 20:56:32
111,4,click,,2026-04-16 20:56:40
111,30,view,,2026-04-16 20:57:21
111,60,view,,2026-04-16 20:57:42
111,60,click,,2026-04-16 20:58:08
111,90,view,,2026-04-16 20:58:55
111,90,click,,2026-04-16 20:59:13
112,0,search,laptop,2026-04-18 11:32:12
112,11,view,,2026-04-18 11:32:52
112,11,click,,2026-04-18 11:33:12
112,1,view,,2026-04-18 11:33:31
112,4,view,,2026-04-18 11:34:06
112,4,click,,2026-04-18 11:34:26
112,4,add_to_cart,,2026-04-18 11:35:25
112,90,view,,2026-04-18 11:35:50
112,50,view,,2026-04-18 11:36:39
112,50,click,,2026-04-18 11:36:59
113,0,search,laptop,2026-04-16 17:26:12
113,11,view,,2026-04-16 17:27:05
113,11,click,,2026-04-16 17:27:20
113,50,view,,2026-04-16 17:27:47
113,50,click,,2026-04-16 17:28:15
113,10,view,,2026-04-16 17:29:10
113,10,click,,2026-04-16 17:29:27
113,10,add_to_cart,,2026-04-16 17:30:13
113,30,view,,2026-04-16 17:30:33
113,30,click,,2026-04-16 17:30:40
113,3,view,,2026-04-16 17:31:07
114,0,search,photography,2026-04-14 23:33:12
114,70,view,,2026-04-14 23:33:59
114,70,click,,2026-04-14 23:34:11
114,50,view,,2026-04-14 23:34:55
114,30,view,,2026-04-14 23:35:45
114,4,view,,2026-04-14 23:36:07
115,0,search,photography,2026-04-15 23:53:12
115,2,view,,2026-04-15 23:53:38
115,2,click,,2026-04-15 23:54:03
115,40,view,,2026-04-15 23:54:26
115,30,view,,2026-04-15 23:55:12
115,30,click,,2026-04-15 23:55:39
115,30,add_to_cart,,2026-04-15 23:57:00
116,0,search,photography,2026-04-15 19:08:12
116,10,view,,2026-04-15 19:08:46
116,100,view,,2026-04-15 19:09:41
116,100,click,,2026-04-15 19:10:11
116,11,view,,2026-04-15 19:10:53
116,11,click,,2026-04-15 19:11:14
116,1,view,,2026-04-15 19:12:04
116,2,view,,2026-04-15 19:12:18
117,0,search,tech,2026-04-16 21:23:12
117,100,view,,2026-04-16 21:23:57
117,100,click,,2026-04-16 21:24:14
117,60,view,,2026-04-16 21:25:05
117,3,view,,2026-04-16 21:25:19
117,3,click,,2026-04-16 21:25:48
117,4,view,,2026-04-16 21:26:47
117,2,view,,2026-04-16 21:27:39
117,2,click,,2026-04-16 21:28:02
117,2,add_to_cart,,2026-04-16 21:28:36
118,0,search,apple,2026-04-16 12:02:12
118,11,view,,2026-04-16 12:02:24
118,11,click,,2026-04-16 12:02:54
118,11,add_to_cart,,2026-04-16 12:03:31
118,70,view,,2026-04-16 12:04:27
118,70,click,,2026-04-16 12:04:55
118,70,add_to_cart,,2026-04-16 12:06:23
118,70,purchase,,2026-04-16 12:07:23
118,3,view,,2026-04-16 12:07:55
118,100,view,,2026-04-16 12:08:20
118,100,click,,2026-04-16 12:08:40
119,0,search,apple,2026-04-19 07:30:12
119,70,view,,2026-04-19 07:31:01
119,70,click,,2026-04-19 07:31:19
119,50,view,,2026-04-19 07:32:11
119,3,view,,2026-04-19 07:32:49
119,3,click,,2026-04-19 07:33:12
119,40,view,,2026-04-19 07:33:59
119,40,click,,2026-04-19 07:34:04
119,40,add_to_cart,,2026-04-19 07:34:31
120,0,search,home office,2026-04-16 14:38:12
120,80,view,,2026-04-16 14:38:23
120,2,view,,2026-04-16 14:38:53
120,2,click,,2026-04-16 14:39:15
120,40,view,,2026-04-16 14:39:57
120,40,click,,2026-04-16 14:40:22
121,0,search,laptop,2026-04-17 00:07:12
121,90,view,,2026-04-17 00:07:38
121,60,view,,2026-04-17 00:08:04
121,60,click,,2026-04-17 00:08:17
121,2,view,,2026-04-17 00:08:45
122,0,search,fashion,2026-04-19 01:36:12
122,11,view,,2026-04-19 01:36:52
122,11,click,,2026-04-19 01:37:13
122,11,add_to_cart,,2026-04-19 01:37:43
122,11,purchase,,2026-04-19 01:40:43
122,10,view,,2026-04-19 01:41:39
122,100,view,,2026-04-19 01:42:36
123,0,search,algorithms,2026-04-15 15:52:12
123,10,view,,2026-04-15 15:52:32
123,70,view,,2026-04-15 15:53:05
123,70,click,,2026-04-15 15:53:29
123,70,add_to_cart,,2026-04-15 15:54:28
123,50,view,,2026-04-15 15:55:18
123,50,click,,2026-04-15 15:55:36
124,0,search,tech,2026-04-19 04:29:12
124,70,view,,2026-04-19 04:30:09
124,1,view,,2026-04-19 04:30:59
124,1,click,,2026-04-19 04:31:24
124,1,add_to_cart,,2026-04-19 04:32:16
124,1,purchase,,2026-04-19 04:33:16
124,80,view,,2026-04-19 04:33:46
124,80,click,,2026-04-19 04:34:13
124,80,add_to_cart,,2026-04-19 04:34:39
124,80,purchase,,2026-04-19 04:36:39
124,60,view,,2026-04-19 04:37:23
124,60,click,,2026-04-19 04:37:37
124,100,view,,2026-04-19 04:38:07
124,100,click,,2026-04-19 04:38:17
125,0,search,photography,2026-04-15 17:50:12
125,90,view,,2026-04-15 17:50:55
125,90,click,,2026-04-15 17:51:20
125,50,view,,2026-04-15 17:52:13
125,50,click,,2026-04-15 17:52:27
125,50,add_to_cart,,2026-04-15 17:52:55
125,2,view,,2026-04-15 17:53:54
125,70,view,,2026-04-15 17:54:46
125,70,click,,2026-04-15 17:55:13
125,70,add_to_cart,,2026-04-15 17:56:05
125,11,view,,2026-04-15 17:56:39
125,11,click,,2026-04-15 17:57:07
126,0,search,fashion,2026-04-16 18:30:12
126,90,view,,2026-04-16 18:30:22
126,11,view,,2026-04-16 18:30:50
126,70,view,,2026-04-16 18:31:19
126,80,view,,2026-04-16 18:32:13
126,80,click,,2026-04-16 18:32:31
126,80,add_to_cart,,2026-04-16 18:33:10
127,0,search,photography,2026-04-17 11:18:12
127,11,view,,2026-04-17 11:18:51
127,70,view,,2026-04-17 11:19:37
127,70,click,,2026-04-17 11:19:52
127,4,view,,2026-04-17 11:20:48
127,2,view,,2026-04-17 11:21:29
127,2,click,,2026-04-17 11:21:42
128,0,search,tech,2026-04-16 19:57:12
128,50,view,,2026-04-16 19:57:49
128,50,click,,2026-04-16 19:58:18
128,50,add_to_cart,,2026-04-16 19:58:38
128,10,view,,2026-04-16 19:59:07
128,10,click,,2026-04-16 19:59:21
128,4,view,,2026-04-16 19:59:35
129,0,search,home office,2026-04-17 09:35:12
129,4,view,,2026-04-17 09:35:22
129,4,click,,2026-04-17 09:35:49
129,4,add_to_cart,,2026-04-17 09:36:48
129,100,view,,2026-04-17 09:37:05
129,100,click,,2026-04-17 09:37:19
129,100,add_to_cart,,2026-04-17 09:37:56
129,50,view,,2026-04-17 09:38:50
129,50,click,,2026-04-17 09:39:16
129,10,view,,2026-04-17 09:40:10
129,10,click,,2026-04-17 09:40:23
129,40,view,,2026-04-17 09:40:41
129,40,click,,2026-04-17 09:40:53
129,40,add_to_cart,,2026-04-17 09:41:46
130,0,search,algorithms,2026-04-16 07:20:12
130,70,view,,2026-04-16 07:20:50
130,70,click,,2026-04-16 07:21:08
130,11,view,,2026-04-16 07:21:33
130,60,view,,2026-04-16 07:22:04
130,4,view,,2026-04-16 07:22:57
130,4,click,,2026-04-16 07:23:09
130,4,add_to_cart,,2026-04-16 07:24:08
131,0,search,tech,2026-04-18 19:12:12
131,10,view,,2026-04-18 19:12:33
131,10,click,,2026-04-18 19:12:40
